Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Vibration (g),App message
9.403985,,,,,0.25390625,-0.068359375,-1.185546875,,-0.829030664,12.26076904,1.800186976,11917,0,22.07167675,,0.408582962,,0.037560838,0.966796875,
9.43165,,,,,-0.21875,0.328125,-1.0234375,,,12.26000954,1.805632413,11944,0,22.13707062,,0.408298663,,,0.96484375,
9.47906,,,,,-0.259765625,0.4296875,-0.978515625,,,12.25911151,1.804911252,11950,0,22.12660831,,0.408705954,,,0.96484375,
9.52239,,,,,0.068359375,-0.203125,-1.060546875,6.51068E-05,,12.25858517,1.813967581,11977,0,22.23667608,0.081660983,0.367235563,10.15210249,0.037282131,0.962890625,
9.561815,,,,,0.1640625,-0.048828125,-1.013671875,,-0.84476303,12.25846939,1.822470792,12028,0,22.34070243,,0.367076297,,0.037812734,0.96875,
9.594445,,,,,0.0625,0.02734375,-1.03125,,,12.25819274,1.831165736,12068,0,22.44678254,,0.366548482,,,0.96875,
9.62851,,,,,-0.17578125,0.1640625,-0.8671875,0.000130063,,12.25809222,1.842338604,12095,0,22.58355651,0.164731095,0.729429376,5.128133391,0.037406111,0.95703125,
9.664095,,,,,-0.330078125,-0.71875,-0.6953125,,,12.2578739,1.84934911,12115,0,22.66908818,,0.727873815,,,0.95703125,
9.714475,,,,,-0.302734375,-0.6875,-0.697265625,,-0.853746869,12.25676853,1.855218317,12125,0,22.73898147,,0.726257028,,0.037545519,0.958984375,
9.75034,,,,,-0.1875,0.03125,-0.89453125,,,12.25587271,1.86557018,12170,0,22.86419065,,0.724983397,,,0.953125,
9.790305,,,,,0.015625,-0.166015625,-1.021484375,6.63672E-05,,12.25561048,1.873026066,12223,0,22.95507789,0.084950929,0.37007467,10.04988269,0.03719207,0.94140625,
9.84039,,,,,0.03125,-0.005859375,-1.03515625,,,12.25542856,1.882711986,12223,0,23.07344225,,0.368183364,,,0.935546875,
9.890865,,,,,-0.142578125,0.072265625,-0.87890625,,-0.871532532,12.25464097,1.889709093,12234,0,23.15770647,,0.367153648,,0.037634665,0.939453125,
9.918065,,,,,0.017578125,-0.251953125,-0.859375,4.65293E-05,,12.25438094,1.895507309,12304,0,23.22826865,0.059953236,0.258104626,14.53687228,0.03752034,0.91796875,
10.011545,,,,,-0.017578125,-0.029296875,-0.951171875,,-0.877589493,12.25367774,1.90364066,12365,0,23.32659918,,0.258276701,,0.037621836,0.91015625,
9.95179,,,,,0.099609375,0.240234375,-1.318359375,,,12.25331997,1.89847835,12335,0,23.26266268,,0.258365404,,,0.91015625,
9.983425,,,,,-0.087890625,-0.263671875,-0.7734375,,,12.25344238,1.901646243,12352,0,23.30171267,,0.258284769,,,0.904296875,
10.044805,,,,,0.1875,-0.1640625,-1.087890625,,,12.25330696,1.905326406,12375,0,23.34654932,,0.258271665,,,0.912109375,
10.072815,,,,,0.20703125,-0.037109375,-1.23046875,4.03568E-05,,12.25296738,1.906059836,12378,0,23.35488899,0.052310936,0.223982806,16.77640595,0.037576265,0.908203125,
10.09891,,,,,-0.05078125,-0.1328125,-0.78515625,,,12.2531235,1.905202476,12378,0,23.34468123,,0.224074974,,,0.908203125,
10.12932,,,,,-0.111328125,0.2578125,-1.123046875,,,12.2531599,1.903443323,12359,0,23.32319539,,0.223937099,,,0.900390625,
10.16445,,,,,-0.1875,-0.171875,-0.857421875,,-0.893096907,12.25385591,1.88871935,12340,0,23.14409478,,0.225338661,,0.038588543,0.90234375,
10.204585,,,,,0.072265625,0.2734375,-1.0625,,,12.2545768,1.862679346,12282,0,22.8263471,,0.2273981,,,0.90234375,
10.23589,,,,,0.138671875,-0.41015625,-0.986328125,-9.90356E-06,,12.25620541,1.813809206,12159,0,22.23041821,0.012610023,0.056724184,70.82436572,0.040174544,0.8984375,
10.26242,,,,,0.05078125,-0.2421875,-0.849609375,,,12.25773596,1.764772128,11989,0,21.63211077,,0.057478947,,,0.8984375,
10.301865,,,,,-0.01171875,-0.068359375,-0.998046875,,-0.899077067,12.26005159,1.691597178,11833,0,20.73906867,,0.059173138,,0.043351854,0.91015625,
10.3425,,,,,-0.0546875,0.11328125,-0.978515625,,,12.26215214,1.622161826,11662,0,19.89119511,,0.060805367,,,0.927734375,
